level_0;index;Data;Fechamento;Variação;Variação (%);Abertura;Máxima;Mínima;Volume;Date
0;0,0;09/24/2020;6.21;0.02;0,32%;6.19;6.33;6.16;996.000;2020-09-24
1;1,0;09/23/2020;6.19;-0.23;-3,58%;6.41;6.49;6.15;1.502.400;2020-09-23
2;2,0;09/22/2020;6.42;-0.06;-0,93%;6.54;6.72;6.27;3.693.900;2020-09-22
3;3,0;09/21/2020;6.48;0.4;6,58%;6.25;6.48;6.11;3.105.600;2020-09-21
4;4,0;09/18/2020;6.08;-0.24;-3,8%;6.35;6.35;6.08;886.200;2020-09-18
5;5,0;09/17/2020;6.32;0.02;0,32%;6.25;6.38;6.16;673.300;2020-09-17
6;6,0;09/16/2020;6.3;0.08;1,29%;6.26;6.32;6.21;470.200;2020-09-16
7;7,0;09/15/2020;6.22;-0.07;-1,11%;6.42;6.42;6.2;786.200;2020-09-15
8;8,0;09/14/2020;6.29;0.21;3,45%;6.14;6.34;6.03;1.405.900;2020-09-14
9;9,0;09/11/2020;6.08;-0.06;-0,98%;6.17;6.28;5.98;830.600;2020-09-11
10;10,0;09/10/2020;6.14;-0.16;-2,54%;6.34;6.4;6.11;984.000;2020-09-10
11;11,0;09/09/2020;6.3;-0.06;-0,94%;6.36;6.44;6.21;958.500;2020-09-09
12;12,0;09/08/2020;6.36;0.03;0,47%;6.3;6.47;6.15;1.365.300;2020-09-08
13;13,0;09/07/2020;6.33;0.0;+0,00%;6.23;6.39;5.96;0;2020-09-07
14;14,0;09/04/2020;6.33;0.14;2,26%;6.23;6.39;5.96;3.457.100;2020-09-04
15;15,0;09/03/2020;6.19;-0.19;-2,98%;6.46;6.54;6.17;1.633.500;2020-09-03
16;16,0;09/02/2020;6.38;0.25;4,08%;6.2;6.45;6.07;1.641.000;2020-09-02
17;17,0;09/01/2020;6.13;0.26;4,43%;6.0;6.18;5.93;1.588.400;2020-09-01
18;18,0;08/31/2020;5.87;-0.07;-1,18%;5.91;5.95;5.81;598.800;2020-08-31
19;19,0;08/28/2020;5.94;0.08;1,37%;5.85;5.99;5.77;657.000;2020-08-28
20;20,0;08/27/2020;5.86;-0.07;-1,18%;5.97;5.97;5.71;680.900;2020-08-27
21;21,0;08/26/2020;5.93;-0.15;-2,47%;6.14;6.19;5.81;1.184.100;2020-08-26
22;22,0;08/25/2020;6.08;0.05;0,83%;6.05;6.14;6.02;1.032.600;2020-08-25
23;23,0;08/24/2020;6.03;-0.08;-1,31%;6.14;6.28;5.96;1.664.100;2020-08-24
24;24,0;08/21/2020;6.11;0.0;+0,00%;5.88;6.25;5.81;0;2020-08-21
25;25,0;08/21/2020;6.11;0.34;5,89%;5.88;6.25;5.81;3.177.900;2020-08-21
26;26,0;08/20/2020;5.77;0.22;3,96%;5.45;5.77;5.4;943.400;2020-08-20
27;27,0;08/19/2020;5.55;0.07;1,28%;5.49;5.59;5.43;835.800;2020-08-19
28;28,0;08/18/2020;5.48;0.06;1,11%;5.5;5.53;5.42;879.800;2020-08-18
29;29,0;08/17/2020;5.42;-0.23;-4,07%;5.68;5.69;5.31;1.463.200;2020-08-17
30;30,0;08/14/2020;5.65;0.11;1,99%;5.52;5.71;5.43;1.502.800;2020-08-14
31;31,0;08/13/2020;5.54;0.12;2,21%;5.47;5.59;5.43;1.076.600;2020-08-13
32;32,0;08/12/2020;5.42;-0.07;-1,28%;5.5;5.67;5.39;1.613.100;2020-08-12
33;33,0;08/11/2020;5.49;0.22;4,17%;5.21;5.56;5.17;2.235.800;2020-08-11
34;34,0;08/10/2020;5.27;-0.05;-0,94%;5.31;5.32;5.2;416.400;2020-08-10
35;35,0;08/07/2020;5.32;-0.01;-0,19%;5.33;5.38;5.24;735.800;2020-08-07
36;36,0;08/06/2020;5.33;0.11;2,11%;5.22;5.33;5.18;520.300;2020-08-06
37;37,0;08/05/2020;5.22;0.13;2,55%;5.11;5.22;5.09;519.400;2020-08-05
38;38,0;08/04/2020;5.09;-0.1;-1,93%;5.1;5.15;5.0;833.500;2020-08-04
39;39,0;08/03/2020;5.19;0.02;0,39%;5.26;5.36;5.09;1.486.700;2020-08-03
40;40,0;07/31/2020;5.17;-0.21;-3,9%;5.38;5.43;5.17;777.400;2020-07-31
41;41,0;07/30/2020;5.38;0.0;0,0%;5.36;5.43;5.3;416.600;2020-07-30
42;42,0;07/29/2020;5.38;0.11;2,09%;5.28;5.38;5.2;716.300;2020-07-29
43;43,0;07/28/2020;5.27;-0.06;-1,13%;5.31;5.35;5.21;613.700;2020-07-28
44;44,0;07/27/2020;5.33;0.03;0,57%;5.3;5.42;5.26;897.300;2020-07-27
45;45,0;07/24/2020;5.3;-0.01;-0,19%;5.3;5.36;5.12;934.600;2020-07-24
46;46,0;07/23/2020;5.31;-0.32;-5,68%;5.55;5.67;5.31;1.379.500;2020-07-23
47;47,0;07/22/2020;5.63;-0.01;-0,18%;5.62;5.68;5.51;826.400;2020-07-22
48;48,0;07/21/2020;5.64;-0.03;-0,53%;5.7;5.78;5.51;903.800;2020-07-21
49;49,0;07/20/2020;5.67;-0.04;-0,7%;5.71;5.73;5.6;861.500;2020-07-20
50;50,0;07/17/2020;5.71;0.04;0,71%;5.71;5.79;5.63;739.100;2020-07-17
51;51,0;07/16/2020;5.67;-0.13;-2,24%;5.81;5.82;5.66;575.300;2020-07-16
52;52,0;07/15/2020;5.8;0.0;0,0%;5.88;5.94;5.8;1.014.700;2020-07-15
53;53,0;07/14/2020;5.8;0.1;1,75%;5.69;5.85;5.57;1.248.300;2020-07-14
54;54,0;07/13/2020;5.7;0.09;1,6%;5.72;5.91;5.66;1.806.100;2020-07-13
55;55,0;07/10/2020;5.61;0.1;1,81%;5.46;5.64;5.42;900.700;2020-07-10
56;56,0;07/09/2020;5.51;-0.08;-1,43%;5.65;5.66;5.43;1.121.400;2020-07-09
57;57,0;07/08/2020;5.59;0.14;2,57%;5.48;5.65;5.42;1.349.400;2020-07-08
58;58,0;07/07/2020;5.45;-0.04;-0,73%;5.42;5.63;5.36;1.179.800;2020-07-07
59;59,0;07/06/2020;5.49;0.23;4,37%;5.37;5.55;5.24;1.301.100;2020-07-06
60;60,0;07/03/2020;5.26;0.07;1,35%;5.2;5.26;5.11;457.700;2020-07-03
61;61,0;07/02/2020;5.19;-0.05;-0,95%;5.33;5.45;5.13;1.120.200;2020-07-02
62;62,0;07/01/2020;5.24;0.0;0,0%;5.22;5.27;5.13;874.100;2020-07-01
63;63,0;06/30/2020;5.24;0.05;0,96%;5.19;5.33;5.05;1.210.200;2020-06-30
64;64,0;06/29/2020;5.19;0.17;3,39%;5.07;5.2;4.9;588.600;2020-06-29
65;65,0;06/26/2020;5.02;-0.01;-0,2%;5.05;5.12;4.95;859.600;2020-06-26
66;66,0;06/25/2020;5.03;0.03;0,6%;5.05;5.12;4.93;1.033.400;2020-06-25
67;67,0;06/24/2020;5.0;-0.04;-0,79%;5.07;5.1;4.86;1.072.200;2020-06-24
68;68,0;06/23/2020;5.04;-0.17;-3,26%;5.33;5.33;5.0;1.275.100;2020-06-23
69;69,0;06/22/2020;5.21;0.06;1,17%;5.25;5.36;5.14;877.200;2020-06-22
70;70,0;06/19/2020;5.15;0.02;0,39%;5.25;5.28;5.1;665.500;2020-06-19
71;71,0;06/18/2020;5.13;-0.08;-1,54%;5.21;5.3;5.11;664.000;2020-06-18
72;72,0;06/17/2020;5.21;0.12;2,36%;5.11;5.24;5.06;927.800;2020-06-17
73;73,0;06/16/2020;5.09;-0.01;-0,2%;5.3;5.38;5.05;745.700;2020-06-16
74;74,0;06/15/2020;5.1;-0.11;-2,11%;4.95;5.18;4.85;1.102.200;2020-06-15
75;75,0;06/12/2020;5.21;-0.12;-2,25%;5.07;5.31;4.92;1.665.100;2020-06-12
76;76,0;06/11/2020;5.33;0.0;+0,00%;5.76;5.78;5.3;0;2020-06-11
77;77,0;06/10/2020;5.33;-0.23;-4,14%;5.76;5.78;5.3;1.952.800;2020-06-10
78;78,0;06/09/2020;5.56;0.26;4,91%;5.3;5.64;5.09;2.457.800;2020-06-09
79;79,0;06/08/2020;5.3;0.16;3,11%;5.3;5.38;5.2;1.543.800;2020-06-08
80;80,0;06/05/2020;5.14;0.1;1,98%;5.35;5.42;5.04;1.424.400;2020-06-05
81;81,0;06/04/2020;5.04;0.01;0,2%;5.05;5.2;4.96;1.816.700;2020-06-04
82;82,0;06/03/2020;5.03;0.41;8,87%;4.8;5.08;4.79;1.791.300;2020-06-03
83;83,0;06/02/2020;4.62;0.17;3,82%;4.52;4.76;4.52;1.861.000;2020-06-02
84;84,0;06/01/2020;4.45;0.28;6,71%;4.21;4.49;4.17;1.932.600;2020-06-01
85;85,0;05/29/2020;4.17;-0.23;-5,23%;4.4;4.44;4.17;2.941.000;2020-05-29
86;86,0;05/28/2020;4.4;-0.3;-6,38%;4.67;4.67;4.4;1.385.100;2020-05-28
87;87,0;05/27/2020;4.7;0.49;11,64%;4.26;4.77;4.12;2.147.200;2020-05-27
88;88,0;05/26/2020;4.21;0.02;0,48%;4.3;4.4;4.14;2.024.500;2020-05-26
89;89,0;05/25/2020;4.19;0.22;5,54%;4.1;4.25;4.1;518.600;2020-05-25
90;90,0;05/22/2020;3.97;-0.25;-5,92%;4.15;4.2;3.97;494.800;2020-05-22
91;91,0;05/21/2020;4.22;0.22;5,5%;4.04;4.22;4.01;821.100;2020-05-21
92;92,0;05/20/2020;4.0;0.1;2,56%;3.95;4.15;3.91;816.400;2020-05-20
93;93,0;05/19/2020;3.9;-0.1;-2,5%;4.01;4.12;3.87;891.900;2020-05-19
94;94,0;05/18/2020;4.0;0.31;8,4%;3.8;4.0;3.74;1.280.600;2020-05-18
95;95,0;05/15/2020;3.69;-0.21;-5,38%;3.83;3.83;3.6;1.659.100;2020-05-15
96;96,0;05/14/2020;3.9;0.16;4,28%;3.73;3.9;3.57;785.000;2020-05-14
97;97,0;05/13/2020;3.74;0.06;1,63%;3.7;3.74;3.53;856.300;2020-05-13
98;98,0;05/12/2020;3.68;-0.17;-4,42%;3.9;3.92;3.63;856.300;2020-05-12
